student_id,strata,semester,ip_semester,ipk_total,sks_semester,total_sks,sks_lulus,sks_tidak_lulus,label_kelulusan
839,S1,1,3.364,3.364,21,21,20,1,lulus_tepat_waktu
839,S1,2,3.167,3.261,23,44,42,2,lulus_tepat_waktu
839,S1,3,3.326,3.282,22,66,63,3,lulus_tepat_waktu
839,S1,4,3.078,3.231,22,88,85,3,lulus_tepat_waktu
839,S1,5,2.955,3.176,22,110,105,5,lulus_tepat_waktu
839,S1,6,3.016,3.154,18,128,123,5,lulus_tepat_waktu
839,S1,7,3.201,3.161,24,152,147,5,lulus_tepat_waktu
840,S1,1,3.446,3.446,19,19,19,0,lulus_tepat_waktu
840,S1,2,3.509,3.481,23,42,41,1,lulus_tepat_waktu
840,S1,3,3.718,3.562,22,64,62,2,lulus_tepat_waktu
840,S1,4,3.601,3.572,21,85,82,3,lulus_tepat_waktu
840,S1,5,3.313,3.521,21,106,102,4,lulus_tepat_waktu
840,S1,6,3.83,3.572,21,127,123,4,lulus_tepat_waktu
840,S1,7,3.096,3.504,21,148,144,4,lulus_tepat_waktu
841,S1,1,2.689,2.689,21,21,20,1,lulus_terlambat
841,S1,2,2.483,2.594,18,39,36,3,lulus_terlambat
841,S1,3,2.416,2.545,15,54,48,6,lulus_terlambat
841,S1,4,2.38,2.507,16,70,62,8,lulus_terlambat
841,S1,5,1.843,2.39,15,85,73,12,lulus_terlambat
841,S1,6,2.356,2.384,17,102,87,15,lulus_terlambat
841,S1,7,2.543,2.408,18,120,104,16,lulus_terlambat
841,S1,8,2.528,2.426,21,141,123,18,lulus_terlambat
841,S1,9,2.056,2.378,21,162,140,22,lulus_terlambat
841,S1,10,2.607,2.398,16,178,155,23,lulus_terlambat
842,S2,1,3.299,3.299,13,13,13,0,lulus_tepat_waktu
842,S2,2,3.832,3.531,10,23,23,0,lulus_tepat_waktu
842,S2,3,3.964,3.671,11,34,34,0,lulus_tepat_waktu
842,S2,4,3.366,3.591,12,46,45,1,lulus_tepat_waktu
843,S1,1,3.706,3.706,19,19,18,1,lulus_tepat_waktu
843,S1,2,3.148,3.4,23,42,40,2,lulus_tepat_waktu
843,S1,3,3.923,3.575,21,63,61,2,lulus_tepat_waktu
843,S1,4,3.581,3.576,22,85,82,3,lulus_tepat_waktu
843,S1,5,3.043,3.463,23,108,105,3,lulus_tepat_waktu
843,S1,6,2.893,3.359,24,132,127,5,lulus_tepat_waktu
843,S1,7,3.696,3.403,20,152,146,6,lulus_tepat_waktu
844,S1,1,3.236,3.236,22,22,22,0,lulus_tepat_waktu
844,S1,2,2.714,2.975,22,44,43,1,lulus_tepat_waktu
844,S1,3,2.37,2.786,20,64,60,4,lulus_tepat_waktu
844,S1,4,2.84,2.798,18,82,77,5,lulus_tepat_waktu
844,S1,5,2.713,2.78,21,103,97,6,lulus_tepat_waktu
844,S1,6,2.889,2.798,20,123,116,7,lulus_tepat_waktu
844,S1,7,3.072,2.835,19,142,135,7,lulus_tepat_waktu
844,S1,8,2.931,2.849,24,166,157,9,lulus_tepat_waktu
845,S1,1,2.823,2.823,19,19,17,2,lulus_tepat_waktu
845,S1,2,3.256,3.04,19,38,35,3,lulus_tepat_waktu
845,S1,3,3.275,3.131,24,62,59,3,lulus_tepat_waktu
845,S1,4,3.05,3.108,24,86,82,4,lulus_tepat_waktu
845,S1,5,2.754,3.036,22,108,102,6,lulus_tepat_waktu
845,S1,6,3.623,3.124,19,127,121,6,lulus_tepat_waktu
845,S1,7,3.63,3.204,24,151,145,6,lulus_tepat_waktu
846,S1,1,2.342,2.342,21,21,19,2,lulus_terlambat
846,S1,2,2.424,2.376,15,36,32,4,lulus_terlambat
846,S1,3,2.129,2.294,18,54,47,7,lulus_terlambat
846,S1,4,3.036,2.479,18,72,64,8,lulus_terlambat
846,S1,5,3.103,2.62,21,93,84,9,lulus_terlambat
846,S1,6,2.87,2.666,21,114,103,11,lulus_terlambat
846,S1,7,1.874,2.543,21,135,118,17,lulus_terlambat
846,S1,8,2.812,2.575,18,153,135,18,lulus_terlambat
846,S1,9,2.957,2.617,19,172,153,19,lulus_terlambat
847,S1,1,2.804,2.804,21,21,20,1,lulus_tepat_waktu
847,S1,2,2.88,2.841,20,41,38,3,lulus_tepat_waktu
847,S1,3,2.803,2.829,19,60,56,4,lulus_tepat_waktu
847,S1,4,3.087,2.888,18,78,73,5,lulus_tepat_waktu
847,S1,5,3.311,2.981,22,100,94,6,lulus_tepat_waktu
847,S1,6,2.302,2.863,21,121,111,10,lulus_tepat_waktu
847,S1,7,2.796,2.855,18,139,128,11,lulus_tepat_waktu
847,S1,8,3.296,2.905,18,157,145,12,lulus_tepat_waktu
848,S1,1,3.694,3.694,18,18,17,1,lulus_tepat_waktu
848,S1,2,3.732,3.715,22,40,39,1,lulus_tepat_waktu
848,S1,3,3.369,3.596,21,61,59,2,lulus_tepat_waktu
848,S1,4,3.625,3.604,22,83,81,2,lulus_tepat_waktu
848,S1,5,3.846,3.658,24,107,104,3,lulus_tepat_waktu
848,S1,6,3.834,3.69,24,131,128,3,lulus_tepat_waktu
848,S1,7,3.361,3.643,22,153,149,4,lulus_tepat_waktu
849,S1,1,3.185,3.185,20,20,19,1,lulus_tepat_waktu
849,S1,2,3.219,3.204,24,44,42,2,lulus_tepat_waktu
849,S1,3,2.887,3.098,22,66,63,3,lulus_tepat_waktu
849,S1,4,2.708,3.015,18,84,79,5,lulus_tepat_waktu
849,S1,5,2.724,2.963,18,102,95,7,lulus_tepat_waktu
849,S1,6,3.169,2.997,20,122,114,8,lulus_tepat_waktu
849,S1,7,3.241,3.033,21,143,135,8,lulus_tepat_waktu
849,S1,8,3.715,3.131,24,167,159,8,lulus_tepat_waktu
850,S1,1,3.773,3.773,20,20,20,0,lulus_tepat_waktu
850,S1,2,3.36,3.557,22,42,42,0,lulus_tepat_waktu
850,S1,3,3.007,3.373,21,63,63,0,lulus_tepat_waktu
850,S1,4,3.74,3.465,21,84,83,1,lulus_tepat_waktu
850,S1,5,3.958,3.575,24,108,107,1,lulus_tepat_waktu
850,S1,6,3.262,3.518,24,132,130,2,lulus_tepat_waktu
850,S1,7,2.938,3.429,24,156,153,3,lulus_tepat_waktu
851,S1,1,2.695,2.695,19,19,18,1,lulus_terlambat
851,S1,2,2.243,2.463,20,39,35,4,lulus_terlambat
851,S1,3,2.444,2.457,17,56,50,6,lulus_terlambat
851,S1,4,2.675,2.503,15,71,64,7,lulus_terlambat
851,S1,5,2.459,2.494,19,90,81,9,lulus_terlambat
851,S1,6,2.876,2.558,18,108,97,11,lulus_terlambat
851,S1,7,2.789,2.592,19,127,115,12,lulus_terlambat
851,S1,8,2.526,2.583,21,148,134,14,lulus_terlambat
851,S1,9,2.505,2.574,20,168,153,15,lulus_terlambat
852,S2,1,4.0,4.0,9,9,9,0,lulus_tepat_waktu
852,S2,2,3.85,3.912,13,22,22,0,lulus_tepat_waktu
852,S2,3,4.0,3.946,14,36,36,0,lulus_tepat_waktu
853,S1,1,2.652,2.652,18,18,16,2,lulus_tepat_waktu
853,S1,2,3.004,2.842,21,39,37,2,lulus_tepat_waktu
853,S1,3,2.704,2.792,22,61,58,3,lulus_tepat_waktu
853,S1,4,3.429,2.949,20,81,78,3,lulus_tepat_waktu
853,S1,5,3.756,3.128,23,104,100,4,lulus_tepat_waktu
853,S1,6,2.889,3.088,21,125,119,6,lulus_tepat_waktu
853,S1,7,3.493,3.143,20,145,138,7,lulus_tepat_waktu
853,S1,8,3.445,3.186,24,169,162,7,lulus_tepat_waktu
854,S2,1,3.456,3.456,9,9,9,0,lulus_tepat_waktu
854,S2,2,3.503,3.48,9,18,18,0,lulus_tepat_waktu
854,S2,3,3.778,3.61,14,32,32,0,lulus_tepat_waktu
854,S2,4,3.844,3.681,14,46,45,1,lulus_tepat_waktu
855,S1,1,2.442,2.442,22,22,20,2,lulus_terlambat
855,S1,2,2.032,2.257,18,40,36,4,lulus_terlambat
855,S1,3,2.571,2.355,18,58,52,6,lulus_terlambat
855,S1,4,3.331,2.586,18,76,70,6,lulus_terlambat
855,S1,5,2.635,2.597,22,98,90,8,lulus_terlambat
855,S1,6,2.698,2.613,19,117,107,10,lulus_terlambat
855,S1,7,2.518,2.6,19,136,124,12,lulus_terlambat
855,S1,8,2.246,2.559,18,154,140,14,lulus_terlambat
855,S1,9,2.038,2.513,15,169,153,16,lulus_terlambat
856,S1,1,2.134,2.134,18,18,16,2,lulus_terlambat
856,S1,2,2.439,2.273,15,33,29,4,lulus_terlambat
856,S1,3,2.065,2.199,18,51,44,7,lulus_terlambat
856,S1,4,1.762,2.095,16,67,57,10,lulus_terlambat
856,S1,5,2.055,2.087,18,85,72,13,lulus_terlambat
856,S1,6,1.959,2.065,17,102,83,19,lulus_terlambat
856,S1,7,2.171,2.079,15,117,95,22,lulus_terlambat
856,S1,8,2.704,2.154,16,133,110,23,lulus_terlambat
856,S1,9,2.487,2.194,18,151,125,26,lulus_terlambat
856,S1,10,2.372,2.213,18,169,140,29,lulus_terlambat
856,S1,11,2.268,2.218,16,185,154,31,lulus_terlambat
857,S2,1,3.936,3.936,11,11,11,0,lulus_tepat_waktu
857,S2,2,3.348,3.642,11,22,21,1,lulus_tepat_waktu
857,S2,3,3.678,3.654,11,33,32,1,lulus_tepat_waktu
857,S2,4,3.729,3.675,13,46,45,1,lulus_tepat_waktu
858,S2,1,3.531,3.531,12,12,12,0,lulus_tepat_waktu
858,S2,2,3.215,3.38,11,23,23,0,lulus_tepat_waktu
858,S2,3,3.469,3.412,13,36,36,0,lulus_tepat_waktu
859,S1,1,1.245,1.245,20,20,15,5,dropout
859,S1,2,2.154,1.663,17,37,29,8,dropout
859,S1,3,2.062,1.793,18,55,45,10,dropout
859,S1,4,1.701,1.772,17,72,56,16,dropout
859,S1,5,1.684,1.755,17,89,67,22,dropout
859,S1,6,1.453,1.706,17,106,80,26,dropout
859,S1,7,2.085,1.759,17,123,94,29,dropout
859,S1,8,1.777,1.761,17,140,105,35,dropout
859,S1,9,2.036,1.788,15,155,117,38,dropout
859,S1,10,1.461,1.754,18,173,129,44,dropout
859,S1,11,1.929,1.769,17,190,141,49,dropout
859,S1,12,1.775,1.77,18,208,153,55,dropout
859,S1,13,1.715,1.765,18,226,165,61,dropout
859,S1,14,1.671,1.758,18,244,179,65,dropout
860,S1,1,1.974,1.974,18,18,13,5,lulus_terlambat
860,S1,2,2.839,2.394,17,35,28,7,lulus_terlambat
860,S1,3,2.582,2.463,20,55,46,9,lulus_terlambat
860,S1,4,2.263,2.407,21,76,65,11,lulus_terlambat
860,S1,5,2.861,2.494,18,94,82,12,lulus_terlambat
860,S1,6,2.162,2.436,20,114,99,15,lulus_terlambat
860,S1,7,2.24,2.409,18,132,114,18,lulus_terlambat
860,S1,8,2.861,2.455,15,147,128,19,lulus_terlambat
860,S1,9,2.423,2.452,19,166,145,21,lulus_terlambat
861,S2,1,3.301,3.301,10,10,10,0,lulus_tepat_waktu
861,S2,2,3.813,3.557,10,20,20,0,lulus_tepat_waktu
861,S2,3,4.0,3.705,10,30,30,0,lulus_tepat_waktu
861,S2,4,3.26,3.585,11,41,41,0,lulus_tepat_waktu
862,S2,1,3.158,3.158,13,13,13,0,lulus_tepat_waktu
862,S2,2,3.139,3.15,10,23,23,0,lulus_tepat_waktu
862,S2,3,3.071,3.126,10,33,33,0,lulus_tepat_waktu
862,S2,4,3.017,3.103,9,42,42,0,lulus_tepat_waktu
863,S1,1,3.252,3.252,20,20,20,0,lulus_tepat_waktu
863,S1,2,3.133,3.19,22,42,42,0,lulus_tepat_waktu
863,S1,3,2.811,3.052,24,66,65,1,lulus_tepat_waktu
863,S1,4,3.552,3.159,18,84,82,2,lulus_tepat_waktu
863,S1,5,2.93,3.112,22,106,102,4,lulus_tepat_waktu
863,S1,6,3.697,3.204,20,126,121,5,lulus_tepat_waktu
863,S1,7,3.266,3.214,22,148,143,5,lulus_tepat_waktu
863,S1,8,3.019,3.186,24,172,167,5,lulus_tepat_waktu
864,S1,1,2.406,2.406,19,19,16,3,lulus_tepat_waktu
864,S1,2,3.317,2.849,18,37,34,3,lulus_tepat_waktu
864,S1,3,2.858,2.853,24,61,56,5,lulus_tepat_waktu
864,S1,4,2.668,2.807,20,81,75,6,lulus_tepat_waktu
864,S1,5,2.91,2.828,21,102,94,8,lulus_tepat_waktu
864,S1,6,2.922,2.842,18,120,110,10,lulus_tepat_waktu
864,S1,7,2.982,2.861,18,138,127,11,lulus_tepat_waktu
864,S1,8,2.889,2.864,19,157,145,12,lulus_tepat_waktu
865,S1,1,2.882,2.882,19,19,18,1,lulus_tepat_waktu
865,S1,2,2.785,2.832,20,39,36,3,lulus_tepat_waktu
865,S1,3,3.643,3.098,19,58,54,4,lulus_tepat_waktu
865,S1,4,3.526,3.219,23,81,76,5,lulus_tepat_waktu
865,S1,5,3.808,3.354,24,105,100,5,lulus_tepat_waktu
865,S1,6,3.661,3.407,22,127,122,5,lulus_tepat_waktu
865,S1,7,3.501,3.422,24,151,146,5,lulus_tepat_waktu
866,S1,1,3.025,3.025,21,21,21,0,lulus_tepat_waktu
866,S1,2,3.088,3.058,24,45,45,0,lulus_tepat_waktu
866,S1,3,2.55,2.891,22,67,66,1,lulus_tepat_waktu
866,S1,4,2.843,2.881,19,86,83,3,lulus_tepat_waktu
866,S1,5,3.132,2.926,19,105,102,3,lulus_tepat_waktu
866,S1,6,2.735,2.893,22,127,122,5,lulus_tepat_waktu
866,S1,7,3.097,2.921,20,147,141,6,lulus_tepat_waktu
866,S1,8,3.141,2.951,23,170,163,7,lulus_tepat_waktu
867,S1,1,3.781,3.781,20,20,19,1,lulus_tepat_waktu
867,S1,2,3.198,3.463,24,44,43,1,lulus_tepat_waktu
867,S1,3,2.989,3.296,24,68,65,3,lulus_tepat_waktu
867,S1,4,3.062,3.245,19,87,84,3,lulus_tepat_waktu
867,S1,5,3.255,3.247,23,110,106,4,lulus_tepat_waktu
867,S1,6,2.998,3.204,23,133,127,6,lulus_tepat_waktu
867,S1,7,3.045,3.183,20,153,147,6,lulus_tepat_waktu
868,S1,1,3.119,3.119,18,18,17,1,lulus_tepat_waktu
868,S1,2,2.649,2.866,21,39,37,2,lulus_tepat_waktu
868,S1,3,2.901,2.878,20,59,56,3,lulus_tepat_waktu
868,S1,4,2.952,2.897,20,79,75,4,lulus_tepat_waktu
868,S1,5,3.191,2.954,19,98,93,5,lulus_tepat_waktu
868,S1,6,3.093,2.979,21,119,113,6,lulus_tepat_waktu
868,S1,7,3.371,3.044,24,143,136,7,lulus_tepat_waktu
868,S1,8,3.269,3.074,22,165,157,8,lulus_tepat_waktu
869,S1,1,3.567,3.567,21,21,21,0,lulus_tepat_waktu
869,S1,2,3.612,3.591,24,45,44,1,lulus_tepat_waktu
869,S1,3,3.636,3.606,24,69,67,2,lulus_tepat_waktu
869,S1,4,3.679,3.625,24,93,91,2,lulus_tepat_waktu
869,S1,5,3.694,3.639,24,117,114,3,lulus_tepat_waktu
869,S1,6,3.862,3.676,23,140,136,4,lulus_tepat_waktu
869,S1,7,4.0,3.723,24,164,160,4,lulus_tepat_waktu
870,S1,1,4.0,4.0,19,19,19,0,lulus_tepat_waktu
870,S1,2,3.265,3.59,24,43,43,0,lulus_tepat_waktu
870,S1,3,3.701,3.626,21,64,63,1,lulus_tepat_waktu
870,S1,4,3.412,3.57,23,87,85,2,lulus_tepat_waktu
870,S1,5,3.215,3.501,21,108,105,3,lulus_tepat_waktu
870,S1,6,3.486,3.498,24,132,129,3,lulus_tepat_waktu
870,S1,7,3.894,3.557,23,155,152,3,lulus_tepat_waktu
871,S3,1,2.961,2.961,10,10,9,1,lulus_tepat_waktu
871,S3,2,3.314,3.145,11,21,20,1,lulus_tepat_waktu
871,S3,3,3.253,3.18,10,31,30,1,lulus_tepat_waktu
871,S3,4,3.07,3.153,10,41,40,1,lulus_tepat_waktu
871,S3,5,2.795,3.107,6,47,46,1,lulus_tepat_waktu
872,S1,1,1.797,1.797,18,18,12,6,dropout
872,S1,2,1.739,1.768,18,36,24,12,dropout
872,S1,3,1.776,1.77,17,53,35,18,dropout
872,S1,4,1.494,1.709,15,68,47,21,dropout
872,S1,5,2.437,1.855,17,85,62,23,dropout
872,S1,6,1.855,1.855,18,103,74,29,dropout
872,S1,7,1.872,1.857,16,119,87,32,dropout
872,S1,8,1.985,1.872,16,135,99,36,dropout
872,S1,9,1.491,1.828,18,153,113,40,dropout
872,S1,10,1.395,1.782,18,171,125,46,dropout
872,S1,11,1.374,1.743,18,189,139,50,dropout
872,S1,12,2.074,1.77,17,206,154,52,dropout
872,S1,13,1.523,1.751,18,224,166,58,dropout
872,S1,14,1.613,1.741,16,240,178,62,dropout
873,S3,1,3.936,3.936,10,10,10,0,lulus_tepat_waktu
873,S3,2,3.969,3.949,7,17,17,0,lulus_tepat_waktu
873,S3,3,4.0,3.966,8,25,25,0,lulus_tepat_waktu
873,S3,4,4.0,3.972,6,31,31,0,lulus_tepat_waktu
873,S3,5,3.996,3.976,6,37,37,0,lulus_tepat_waktu
873,S3,6,3.55,3.9,8,45,45,0,lulus_tepat_waktu
874,S1,1,3.939,3.939,21,21,20,1,lulus_tepat_waktu
874,S1,2,3.161,3.532,23,44,42,2,lulus_tepat_waktu
874,S1,3,3.297,3.456,21,65,63,2,lulus_tepat_waktu
874,S1,4,3.229,3.395,24,89,86,3,lulus_tepat_waktu
874,S1,5,3.452,3.407,23,112,108,4,lulus_tepat_waktu
874,S1,6,3.202,3.372,23,135,130,5,lulus_tepat_waktu
874,S1,7,3.779,3.433,24,159,154,5,lulus_tepat_waktu
875,S1,1,2.829,2.829,21,21,19,2,lulus_tepat_waktu
875,S1,2,3.361,3.074,18,39,36,3,lulus_tepat_waktu
875,S1,3,2.799,2.978,21,60,56,4,lulus_tepat_waktu
875,S1,4,3.095,3.008,21,81,77,4,lulus_tepat_waktu
875,S1,5,3.083,3.025,23,104,100,4,lulus_tepat_waktu
875,S1,6,3.753,3.147,21,125,121,4,lulus_tepat_waktu
875,S1,7,2.651,3.07,23,148,142,6,lulus_tepat_waktu
875,S1,8,3.024,3.065,20,168,161,7,lulus_tepat_waktu
876,S1,1,3.643,3.643,20,20,19,1,lulus_tepat_waktu
876,S1,2,3.09,3.341,24,44,43,1,lulus_tepat_waktu
876,S1,3,3.433,3.372,22,66,64,2,lulus_tepat_waktu
876,S1,4,3.179,3.324,22,88,86,2,lulus_tepat_waktu
876,S1,5,2.706,3.191,24,112,109,3,lulus_tepat_waktu
876,S1,6,3.25,3.2,19,131,127,4,lulus_tepat_waktu
876,S1,7,3.77,3.282,22,153,149,4,lulus_tepat_waktu
877,S1,1,3.551,3.551,20,20,19,1,lulus_tepat_waktu
877,S1,2,3.387,3.467,21,41,39,2,lulus_tepat_waktu
877,S1,3,3.054,3.319,23,64,62,2,lulus_tepat_waktu
877,S1,4,2.943,3.223,22,86,83,3,lulus_tepat_waktu
877,S1,5,2.949,3.171,20,106,102,4,lulus_tepat_waktu
877,S1,6,2.991,3.142,20,126,120,6,lulus_tepat_waktu
877,S1,7,2.786,3.098,18,144,137,7,lulus_tepat_waktu
877,S1,8,3.026,3.089,21,165,157,8,lulus_tepat_waktu
878,S1,1,2.94,2.94,18,18,17,1,lulus_tepat_waktu
878,S1,2,2.432,2.686,18,36,32,4,lulus_tepat_waktu
878,S1,3,3.43,2.934,18,54,49,5,lulus_tepat_waktu
878,S1,4,2.976,2.946,23,77,71,6,lulus_tepat_waktu
878,S1,5,2.477,2.846,21,98,89,9,lulus_tepat_waktu
878,S1,6,2.903,2.854,17,115,105,10,lulus_tepat_waktu
878,S1,7,3.049,2.881,18,133,122,11,lulus_tepat_waktu
878,S1,8,2.93,2.888,24,157,144,13,lulus_tepat_waktu
879,S1,1,3.587,3.587,22,22,21,1,lulus_tepat_waktu
879,S1,2,3.534,3.561,21,43,41,2,lulus_tepat_waktu
879,S1,3,3.354,3.491,22,65,62,3,lulus_tepat_waktu
879,S1,4,3.364,3.458,23,88,85,3,lulus_tepat_waktu
879,S1,5,3.793,3.53,24,112,109,3,lulus_tepat_waktu
879,S1,6,3.106,3.46,22,134,130,4,lulus_tepat_waktu
879,S1,7,3.442,3.457,24,158,154,4,lulus_tepat_waktu
880,S2,1,3.53,3.53,14,14,13,1,lulus_tepat_waktu
880,S2,2,3.443,3.49,12,26,24,2,lulus_tepat_waktu
880,S2,3,3.512,3.497,13,39,37,2,lulus_tepat_waktu
881,S1,1,1.989,1.989,19,19,13,6,lulus_terlambat
881,S1,2,1.959,1.975,18,37,26,11,lulus_terlambat
881,S1,3,2.054,2.0,17,54,41,13,lulus_terlambat
881,S1,4,1.816,1.956,17,71,53,18,lulus_terlambat
881,S1,5,2.047,1.974,18,89,69,20,lulus_terlambat
881,S1,6,1.621,1.915,18,107,83,24,lulus_terlambat
881,S1,7,2.02,1.928,16,123,96,27,lulus_terlambat
881,S1,8,2.247,1.963,15,138,109,29,lulus_terlambat
881,S1,9,1.746,1.939,17,155,121,34,lulus_terlambat
881,S1,10,2.188,1.965,18,173,136,37,lulus_terlambat
881,S1,11,2.163,1.984,18,191,151,40,lulus_terlambat
881,S1,12,2.316,2.012,18,209,166,43,lulus_terlambat
882,S2,1,3.647,3.647,11,11,11,0,lulus_tepat_waktu
882,S2,2,3.162,3.416,10,21,21,0,lulus_tepat_waktu
882,S2,3,3.917,3.598,12,33,33,0,lulus_tepat_waktu
882,S2,4,3.779,3.641,10,43,43,0,lulus_tepat_waktu
883,S1,1,3.06,3.06,21,21,21,0,lulus_tepat_waktu
883,S1,2,3.307,3.192,24,45,45,0,lulus_tepat_waktu
883,S1,3,3.168,3.184,22,67,66,1,lulus_tepat_waktu
883,S1,4,3.821,3.352,24,91,89,2,lulus_tepat_waktu
883,S1,5,2.892,3.259,23,114,111,3,lulus_tepat_waktu
883,S1,6,3.355,3.274,21,135,132,3,lulus_tepat_waktu
883,S1,7,3.457,3.299,21,156,152,4,lulus_tepat_waktu
884,S2,1,3.292,3.292,10,10,10,0,lulus_tepat_waktu
884,S2,2,3.688,3.48,9,19,19,0,lulus_tepat_waktu
884,S2,3,3.26,3.39,13,32,32,0,lulus_tepat_waktu
884,S2,4,3.654,3.448,9,41,41,0,lulus_tepat_waktu
885,S3,1,3.52,3.52,9,9,9,0,lulus_tepat_waktu
885,S3,2,3.215,3.376,8,17,17,0,lulus_tepat_waktu
885,S3,3,3.525,3.424,8,25,25,0,lulus_tepat_waktu
885,S3,4,3.312,3.39,11,36,36,0,lulus_tepat_waktu
885,S3,5,3.585,3.435,11,47,46,1,lulus_tepat_waktu
886,S1,1,2.186,2.186,22,22,18,4,lulus_terlambat
886,S1,2,2.239,2.208,16,38,31,7,lulus_terlambat
886,S1,3,2.57,2.315,16,54,46,8,lulus_terlambat
886,S1,4,1.91,2.206,20,74,60,14,lulus_terlambat
886,S1,5,2.917,2.326,15,89,74,15,lulus_terlambat
886,S1,6,2.411,2.341,20,109,90,19,lulus_terlambat
886,S1,7,2.821,2.406,17,126,106,20,lulus_terlambat
886,S1,8,3.126,2.5,19,145,125,20,lulus_terlambat
886,S1,9,2.436,2.491,24,169,145,24,lulus_terlambat
887,S2,1,2.985,2.985,11,11,10,1,dropout
887,S2,2,2.749,2.862,12,23,21,2,dropout
887,S2,3,3.142,2.947,10,33,31,2,dropout
887,S2,4,3.042,2.974,13,46,44,2,dropout
887,S2,5,2.869,2.952,12,58,55,3,dropout
887,S2,6,2.904,2.945,11,69,65,4,dropout
887,S2,7,2.889,2.936,13,82,77,5,dropout
887,S2,8,2.981,2.941,11,93,87,6,dropout
888,S1,1,2.783,2.783,19,19,18,1,lulus_terlambat
888,S1,2,2.33,2.55,20,39,34,5,lulus_terlambat
888,S1,3,2.039,2.408,15,54,47,7,lulus_terlambat
888,S1,4,2.921,2.526,16,70,62,8,lulus_terlambat
888,S1,5,2.487,2.517,19,89,77,12,lulus_terlambat
888,S1,6,2.576,2.527,17,106,93,13,lulus_terlambat
888,S1,7,2.823,2.576,21,127,113,14,lulus_terlambat
888,S1,8,2.469,2.561,21,148,131,17,lulus_terlambat
888,S1,9,2.834,2.59,18,166,148,18,lulus_terlambat
889,S1,1,3.54,3.54,20,20,19,1,lulus_tepat_waktu
889,S1,2,3.816,3.681,21,41,39,2,lulus_tepat_waktu
889,S1,3,2.934,3.42,22,63,59,4,lulus_tepat_waktu
889,S1,4,3.408,3.418,19,82,77,5,lulus_tepat_waktu
889,S1,5,3.789,3.499,23,105,99,6,lulus_tepat_waktu
889,S1,6,3.558,3.51,23,128,122,6,lulus_tepat_waktu
889,S1,7,2.995,3.437,21,149,142,7,lulus_tepat_waktu
889,S1,8,3.464,3.44,21,170,163,7,lulus_tepat_waktu
890,S2,1,3.2,3.2,9,9,9,0,lulus_tepat_waktu
890,S2,2,3.63,3.436,11,20,20,0,lulus_tepat_waktu
890,S2,3,3.471,3.449,12,32,32,0,lulus_tepat_waktu
890,S2,4,3.501,3.464,12,44,44,0,lulus_tepat_waktu
891,S3,1,3.16,3.16,9,9,9,0,lulus_tepat_waktu
891,S3,2,3.123,3.145,6,15,15,0,lulus_tepat_waktu
891,S3,3,3.775,3.412,11,26,26,0,lulus_tepat_waktu
891,S3,4,3.431,3.416,7,33,33,0,lulus_tepat_waktu
891,S3,5,3.017,3.323,10,43,43,0,lulus_tepat_waktu
892,S2,1,2.721,2.721,13,13,12,1,dropout
892,S2,2,2.944,2.812,9,22,20,2,dropout
892,S2,3,2.755,2.796,9,31,28,3,dropout
892,S2,4,2.828,2.803,9,40,36,4,dropout
892,S2,5,2.713,2.784,11,51,46,5,dropout
892,S2,6,3.388,2.899,12,63,58,5,dropout
892,S2,7,2.489,2.848,9,72,66,6,dropout
892,S2,8,2.748,2.833,12,84,77,7,dropout
893,S1,1,3.781,3.781,19,19,19,0,lulus_tepat_waktu
893,S1,2,3.93,3.859,21,40,39,1,lulus_tepat_waktu
893,S1,3,3.794,3.835,23,63,61,2,lulus_tepat_waktu
893,S1,4,3.587,3.769,23,86,84,2,lulus_tepat_waktu
893,S1,5,3.719,3.758,24,110,107,3,lulus_tepat_waktu
893,S1,6,3.606,3.731,24,134,131,3,lulus_tepat_waktu
893,S1,7,4.0,3.767,21,155,151,4,lulus_tepat_waktu
894,S1,1,3.101,3.101,22,22,21,1,lulus_tepat_waktu
894,S1,2,3.045,3.072,24,46,45,1,lulus_tepat_waktu
894,S1,3,2.947,3.029,24,70,67,3,lulus_tepat_waktu
894,S1,4,3.465,3.126,20,90,87,3,lulus_tepat_waktu
894,S1,5,3.288,3.157,21,111,107,4,lulus_tepat_waktu
894,S1,6,3.033,3.136,22,133,128,5,lulus_tepat_waktu
894,S1,7,2.758,3.083,22,155,149,6,lulus_tepat_waktu
895,S2,1,2.552,2.552,14,14,13,1,dropout
895,S2,2,1.62,2.142,11,25,21,4,dropout
895,S2,3,2.381,2.224,13,38,32,6,dropout
895,S2,4,2.643,2.324,12,50,43,7,dropout
895,S2,5,1.752,2.206,13,63,52,11,dropout
895,S2,6,1.966,2.171,11,74,60,14,dropout
895,S2,7,2.35,2.19,9,83,68,15,dropout
895,S2,8,2.261,2.197,9,92,76,16,dropout
896,S1,1,3.181,3.181,21,21,20,1,lulus_tepat_waktu
896,S1,2,3.227,3.205,23,44,43,1,lulus_tepat_waktu
896,S1,3,2.855,3.089,22,66,63,3,lulus_tepat_waktu
896,S1,4,2.955,3.058,20,86,81,5,lulus_tepat_waktu
896,S1,5,2.924,3.034,18,104,98,6,lulus_tepat_waktu
896,S1,6,3.018,3.032,19,123,116,7,lulus_tepat_waktu
896,S1,7,2.815,2.997,24,147,138,9,lulus_tepat_waktu
896,S1,8,3.584,3.07,21,168,158,10,lulus_tepat_waktu
